venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
"WDCC","WDCC, WUR, Wageningen",NA,NA,NA,"June 28, 2023",9:30 - 17:00 CEST,2023-06-27T22:00:00Z,2023-06-27T22:00:00Z,"Sven van der Burg, Sander van Rijn","Johan Hidding, Suvayu Ali",ds,ds-cr,Collaborative Version Control with Git and Gitlab,2023-06-28-WDCC-git,NA
